 100.0     0.00    0.4065E+11    1     128^3 :  box [h^-1 Mpc], redshift, part. mass [h^-1 M_s], nspecies, n	#
objects with more than   20 particles found at linking lenght 0.20000	#
      #      x     y    z h^-1 Mpc         velocity[km/s]      lkl   mass h^-1 M_s  sigma  sigma_v  r_sph  delta  spin p.	WebID
     192   70.8889  91.8088  35.4977   121.9   380.7    75.0      607  0.2467E+14  0.3637   453.0  0.5894   334.7      0.3546E-01	3
     193   56.4299  57.1293  89.4259  -167.1  -151.6   -10.6      599  0.2435E+14  0.3975   435.9  0.5892   330.6      0.7354E-01	3
     194   95.4309  21.3491  22.1886    58.5  -376.7  -281.0      598  0.2431E+14  0.3387   464.0  0.5544   396.3      0.2386E-01	2
     195   67.0176  83.3971   7.1324     5.1   277.9    44.3      596  0.2423E+14  0.4807   407.8  0.5830   339.6      0.8809E-01	2
     196   93.8611  82.0298  48.4160     3.8   218.1   -97.7      588  0.2390E+14  0.3486   460.4  0.5431   414.6      0.6251E-01	2
     197   24.0301  13.6668  97.8434    11.2   351.2   -89.0      587  0.2386E+14  0.3811   438.2  0.5434   413.2      0.2490E-01	2
     198   77.4161   4.6013  95.7963   181.5   562.9   360.5      574  0.2333E+14  0.3457   430.6  0.5461   398.1      0.4923E-01	2
     199   82.2076  14.4019  50.0842   -26.5  -319.6    56.6      573  0.2329E+14  0.3532   442.2  0.5521   384.5      0.1611E-01	2
     200   83.8899   1.1727  22.9660   442.4   218.5   169.2      573  0.2329E+14  0.2767   558.7  0.5255   446.2      0.2683E-01	2
     201   53.9296   9.9326  67.3089   207.0   228.4  -470.6      571  0.2321E+14  0.4560   389.6  0.5781   333.7      0.1128    	2
     202   74.7860  43.1909  90.9356  -108.7  -250.2   -81.2      570  0.2317E+14  0.3728   435.4  0.5475   392.4      0.1775E-01	3
     203   76.5620  39.4831  84.6329   -67.5  -218.9    13.1      569  0.2313E+14  0.3041   473.2  0.5293   433.4      0.2598E-01	3
     204   44.5574  20.8084  45.9096   208.2  -237.8  -201.1      568  0.2309E+14  0.3145   453.5  0.5091   486.4      0.5317E-01	2
     205    4.2749  19.2809  51.1260    67.2  -411.2  -138.9      566  0.2301E+14  0.3426   438.2  0.5414   402.9      0.5948E-01	2
     206   50.4993  14.1041  98.6918    52.9   339.5  -169.8      555  0.2256E+14  0.3384   465.0  0.5526   371.5      0.5448E-01	2
     207   80.2967  81.9591  45.4521    21.6   379.4   -93.3      554  0.2252E+14  0.3074   454.0  0.5244   434.1      0.1837E-01	3
     208   74.6492  26.7311   7.9054  -105.5  -121.5  -117.4      554  0.2252E+14  0.3355   440.6  0.5334   412.3      0.4054E-01	2
     209   60.6676  52.7489  89.9117  -160.0  -300.3   -40.0      552  0.2244E+14  0.4202   412.4  0.5585   357.7      0.1348    	2
     210   95.6473  84.3229  17.9496    -7.0   478.3  -107.1      551  0.2240E+14  0.2837   480.1  0.5090   472.2      0.3709E-01	2
     211   71.0507   3.1580  64.1585  -354.4   371.6  -129.7      546  0.2219E+14  0.3353   444.8  0.5573   356.1      0.2304E-01	3
     212   11.0642  52.4518  85.5274   203.6   -23.6   132.8      546  0.2219E+14  0.3497   435.4  0.5173   445.8      0.9316E-01	2
     213   92.7609  22.7381   8.2329     9.2  -333.3   167.5      545  0.2215E+14  0.5095   405.5  0.5871   304.0      0.1649    	2
     214   71.6642   4.6094  52.7797  -284.2   216.9  -114.5      542  0.2203E+14  0.6954   348.4  0.6020   280.4      0.1216    	1
     215   27.3433  52.1645  36.1943   373.1  -203.6  -155.0      536  0.2179E+14  0.3695   410.2  0.5449   374.2      0.4199E-01	2
     216   43.6820  29.9776  96.6745  -194.2  -625.9    87.9      534  0.2170E+14  0.3246   448.7  0.5210   426.6      0.4080E-01	2
     217   61.3604  26.3645  85.4453   149.2  -439.9   323.8      528  0.2146E+14  0.3981   402.8  0.5660   328.8      0.1139    	2
     218   84.3770  64.0610  73.4225   -18.0   -30.5    89.6      526  0.2138E+14  0.3227   465.0  0.5266   406.8      0.1385E-01	3
     219   94.5704  95.9602  30.2706   146.0   695.6   -44.2      522  0.2122E+14  0.3586   419.7  0.5595   336.5      0.1825E-01	3
     220   42.1743  60.8762  33.5981   -73.6   -67.7  -221.5      522  0.2122E+14  0.3439   422.6  0.5358   383.3      0.2928E-01	2
     221   10.0639  23.0017  43.9975   418.1  -150.4    89.0      520  0.2114E+14  0.3997   404.3  0.5545   344.4      0.7249E-01	3
     222   28.5705  16.7162  85.6181   594.0  -194.0     5.5      516  0.2097E+14  0.4200   400.8  0.5551   340.7      0.1017    	3
     223   17.8879  49.7739   6.7320   251.9  -173.8   -74.4      513  0.2085E+14  0.3596   444.1  0.5253   399.8      0.2657E-01	2
     224   49.2041   8.0880  41.9249   352.9   304.3    48.1      511  0.2077E+14  0.3614   460.8  0.5375   371.6      0.1657    	3
     225   48.4338  20.0880  79.8933   -81.2  -545.6   474.7      511  0.2077E+14  0.3280   437.2  0.5278   392.5      0.5162E-01	2
     226   94.6775   0.6424  11.4717   246.4  -115.8  -376.3      510  0.2073E+14  0.3011   450.9  0.5008   458.7      0.4833E-01	2
     227   57.5043  23.6189  45.1890  -259.6  -183.6   -22.8      509  0.2069E+14  0.3696   402.5  0.5752   301.9      0.2535E-01	2
     228   16.8673  28.7163  28.5949   677.2  -285.8  -440.3      506  0.2057E+14  0.3393   438.0  0.5362   370.8      0.1336E-01	2
     229   81.9645  40.9130  53.0087   -92.1  -266.3   206.5      505  0.2053E+14  0.3872   398.9  0.5856   283.8      0.3807E-01	2
     230   55.1162  63.3851  44.8659    36.9  -184.4    17.4      499  0.2028E+14  0.2902   463.5  0.5086   428.6      0.3927E-01	2
     231   65.5102   1.7792  82.0749   -65.8   463.3    98.1      494  0.2008E+14  0.3413   401.7  0.5384   357.5      0.2765E-01	2
     232   33.5117  11.1873  13.3362   -79.7   555.8  -206.6      494  0.2008E+14  0.5044   351.2  0.5978   260.8      0.3069E-01	3
     233   26.5720  59.9748   3.4467   157.6  -128.6  -136.1      493  0.2004E+14  0.3340   431.8  0.5342   365.3      0.3939E-02	2
     234   70.3409   9.9975  95.6766    80.1  -542.0    26.4      492  0.2000E+14  0.3736   394.0  0.5575   320.6      0.1467E-01	3
     235   31.2031  24.7140  66.8720    47.4  -366.8    78.2      491  0.1996E+14  0.4407   377.4  0.5416   348.9      0.3105E-01	2
     236   33.4577   1.4193  55.9824   -60.9   109.9    18.2      490  0.1992E+14  0.3912   407.1  0.5511   330.6      0.5429E-01	2
     237   31.6916  15.3816  81.6365    53.5   224.1   533.5      490  0.1992E+14  0.4175   368.5  0.5375   356.3      0.6932E-01	3
     238   20.3926  80.8396  93.1849   197.1   157.8   303.1      488  0.1984E+14  0.3048   431.3  0.4991   443.5      0.3130E-01	2
     239   62.7358  87.5022  48.5220   -97.0   411.0   181.2      486  0.1975E+14  0.3027   427.6  0.4947   453.6      0.5309E-01	2
     240   36.2333  76.9221  93.9666  -305.4    47.0   -39.2      485  0.1971E+14  0.2985   499.2  0.4977   444.6      0.1626E-01	2
     241    5.5632  97.7872  40.1931   -61.1   305.8  -260.0      481  0.1955E+14  0.5368   345.5  0.6007   250.4      0.1188    	2
     242   87.1690  22.6636  85.6777  -117.4  -193.3   119.7      477  0.1939E+14  0.3304   420.2  0.5275   367.0      0.3572E-01	2
     243    9.1493  76.4181  45.6067   153.7   193.5   -44.5      477  0.1939E+14  0.3087   426.2  0.4795   488.8      0.3879E-01	1
     244   28.8221  34.7357  92.3709   313.5  -291.2   110.2      473  0.1923E+14  0.3314   416.4  0.5409   337.4      0.2864E-01	2
     245   27.9938  41.7705  38.9719   391.5   -73.0  -292.5      473  0.1923E+14  0.3551   380.8  0.5450   330.0      0.5151E-01	2
     246   68.8098   5.0815  64.7084  -305.9   239.5  -109.8      469  0.1906E+14  0.3521   377.9  0.5277   360.5      0.3699E-01	2
     247   94.6659  65.5909  26.4000   -33.8    60.9  -221.4      469  0.1906E+14  0.3230   437.2  0.4894   452.0      0.2513E-01	2
     248   92.9695  21.8366  15.2968   175.9  -244.3  -103.3      468  0.1902E+14  0.3532   397.5  0.5184   379.4      0.3605E-01	2
     249   12.6681   9.5222  12.6442  -179.2   -96.8  -194.9      468  0.1902E+14  0.2445   491.9  0.4631   532.7      0.4314E-01	2
     250   50.9642   9.7279  41.6724   180.8  -263.9    45.6      467  0.1898E+14  0.3474   391.0  0.5314   351.4      0.3535E-01	3
     251   64.3473  96.1695  33.7851    84.7   354.2   156.3      467  0.1898E+14  0.5051   335.1  0.5624   296.3      0.5730E-01	1
     252   83.0274  13.1482  18.1104   181.1  -139.6  -153.0      466  0.1894E+14  0.4037   378.7  0.5300   353.5      0.1837E-01	2
     253   80.0743   1.0290  49.5982  -173.8   362.8  -196.5      464  0.1886E+14  0.5244   380.3  0.5400   332.8      0.1002    	2
     254   14.0098  16.2828  27.5315   -36.9   -43.4   -75.6      464  0.1886E+14  0.3432   401.1  0.5477   318.8      0.2893E-01	2
     255    2.9192  12.7675   0.8610   128.4  -216.5    61.7      464  0.1886E+14  0.3858   395.0  0.5593   299.4      0.8164E-01	2
     256   24.4897  37.7499  38.2462   195.9  -207.6  -271.6      461  0.1874E+14  0.3283   398.4  0.5330   343.8      0.3842E-01	2
     257   55.6867  58.4515  89.9965   -20.7  -280.5  -245.0      459  0.1866E+14  0.2949   429.8  0.4952   427.1      0.3253E-01	2
     258   17.0782  84.9205  94.4543   129.0   106.7   164.5      458  0.1862E+14  0.2881   442.0  0.4983   418.2      0.2599E-02	2
     259   19.7018  40.0639  77.3945   280.8  -103.5   283.9      454  0.1845E+14  0.2868   420.8  0.4838   453.1      0.1333E-01	2
     260   18.4818  13.7104   7.3535   103.9    78.5   -82.2      452  0.1837E+14  0.3514   400.2  0.5326   337.8      0.4108E-01	2
     261   52.0661  90.7393  76.3483   -28.7   351.8   -67.1      450  0.1829E+14  0.4941   363.3  0.5424   318.3      0.6947E-01	3
     262   38.0433  84.8896  70.3101  -175.2   119.8    49.1      450  0.1829E+14  0.3250   376.5  0.5040   397.0      0.7237E-01	3
     263   56.8192  95.2518  30.6037    -2.4   403.5    70.3      448  0.1821E+14  0.3111   444.9  0.4739   475.7      0.7568E-01	2
     264   18.9156  75.9180   3.0438   106.1   114.3  -396.6      446  0.1813E+14  0.4585   380.0  0.5054   390.3      0.5425E-01	2
     265   47.1491   4.3919  67.6439   273.5   372.6   -63.5      444  0.1805E+14  0.3931   382.9  0.4952   413.1      0.7995E-01	2
     266   99.5540   7.0628  42.8666  -133.9    89.4  -177.9      444  0.1805E+14  0.3886   377.4  0.5478   304.9      0.5960E-01	2
     267   17.2695  92.7208  51.1352   -77.3   607.2   103.3      444  0.1805E+14  0.3323   418.5  0.5214   353.7      0.4835E-01	3
     268   64.2286   7.9545  75.4399  -177.9   459.8     9.5      442  0.1797E+14  0.3320   374.6  0.5192   356.6      0.5672E-01	2
     269   43.3157   2.3182  43.7608   221.4   272.8   237.3      441  0.1792E+14  0.3311   400.5  0.5165   361.5      0.4275E-01	2
     270   92.5805  22.6796  21.2097   229.4  -365.4  -233.5      440  0.1788E+14  0.3042   406.3  0.5033   389.8      0.2219E-01	2
     271    3.3198   4.8088  10.4827  -610.8   -38.5  -503.3      440  0.1788E+14  0.4406   516.5  0.5436   309.2      0.3102    	3
     272   90.5397  19.5334  58.3224  -101.3   -77.0   -77.0      438  0.1780E+14  0.3086   401.8  0.5116   369.5      0.1811E-01	2
     273   57.3218  13.4234  79.9324   -84.5   263.0   193.0      437  0.1776E+14  0.3295   400.8  0.5039   385.8      0.4711E-01	2
     274   87.1888   0.2052  20.9102   240.7   251.7    61.4      436  0.1772E+14  0.3372   391.6  0.5060   380.2      0.7268E-02	2
     275   33.5059  58.0567   8.6447  -153.8  -330.2     6.5      435  0.1768E+14  0.3245   416.2  0.5153   359.1      0.5078E-01	2
     276   60.0884  10.4409  67.0805  -437.8   281.4  -238.3      428  0.1740E+14  0.5421   392.7  0.5324   320.1      0.1063    	2
     277   69.7824  47.6013  61.0825  -179.5  -376.4   191.2      426  0.1732E+14  0.3194   404.3  0.4993   386.5      0.3362E-01	3
     278   37.7968  48.2942  26.3395  -515.4  -799.4    21.7      426  0.1732E+14  0.3995   525.7  0.5411   303.5      0.1599    	2
     279   62.6204  25.4178  90.2803  -461.7  -640.9  -189.0      425  0.1727E+14  0.4225   393.9  0.5302   321.8      0.8781E-01	2
     280   40.6629  86.1222  48.9378    14.9   394.3   102.7      421  0.1711E+14  0.3640   364.9  0.5151   347.7      0.7783E-01	2
     281   60.9606   7.5467  47.8843  -270.2  -179.2   581.3      420  0.1707E+14  0.3168   387.6  0.4862   412.8      0.9394E-01	2
     282   96.9474  96.4752  14.4193   -47.6   396.3  -330.7      418  0.1699E+14  0.5670   337.0  0.5254   325.4      0.1066    	2
     283   55.3388  59.0192  81.8403  -105.7  -109.3   133.9      417  0.1695E+14  0.3134   408.1  0.5058   364.0      0.9070E-01	2
     284   72.1833   8.9397  82.4475  -439.5   195.8   307.1      416  0.1691E+14  0.2957   394.7  0.4819   419.8      0.4508E-01	2
     285    2.0768  13.8707   1.6206   118.9  -491.8   -20.6      415  0.1687E+14  0.2771   422.9  0.4827   416.8      0.2262E-01	2
     286   44.6023  81.8442  16.2579  -216.1   110.8   -25.2      414  0.1683E+14  0.3636   371.4  0.5265   320.3      0.3881E-01	2
     287   17.6478  21.6066  25.3253   142.4    94.3   -89.7      412  0.1675E+14  0.3069   416.4  0.4857   406.2      0.3785E-01	2
     288   58.8103  30.4958  38.5829  -246.7  -362.4  -140.2      407  0.1654E+14  0.3746   361.2  0.4976   373.1      0.9828E-01	3
     289   56.3538   6.1148  57.4082   146.0   814.8    89.5      407  0.1654E+14  0.2660   419.0  0.4594   474.3      0.8467E-01	2
     290   25.1650  29.5664  65.3076   205.8  -367.8   -48.4      403  0.1638E+14  0.2839   428.1  0.4772   419.1      0.2955E-01	3
     291   29.0744  13.0171   0.8452  -113.6   493.7  -117.9      401  0.1630E+14  0.2960   390.0  0.4846   398.1      0.4724E-01	2
     292    8.0926  14.7782  42.3087    -8.4  -104.1   -49.1      400  0.1626E+14  0.3422   357.0  0.5057   349.3      0.6437E-01	2
     293    7.6841   8.8417   2.5882   -10.5   130.2  -305.9      399  0.1622E+14  0.2686   408.4  0.4751   420.4      0.3456E-01	2
     294   58.6017  86.4364   4.9325   100.5   109.0   127.4      398  0.1618E+14  0.3374   388.3  0.4917   378.0      0.6350E-01	2
     295   31.7428  67.9959   5.3558  -164.9   -57.0   -42.9      398  0.1618E+14  0.3645   361.0  0.5022   354.8      0.1003    	1
     296   66.7012  84.7748  60.4455  -257.3   452.6   -78.9      397  0.1614E+14  0.3168   362.5  0.4934   373.4      0.2265E-01	2
     297   10.5842  17.1163   0.2032    72.6  -601.8   -71.7      397  0.1614E+14  0.2974   389.3  0.4911   378.7      0.1745E-01	2
     298   54.3401  63.0620  74.0129  -119.7   149.1   165.9      396  0.1610E+14  0.3364   373.2  0.5232   312.2      0.5712E-01	3
     299   44.5449  25.7969  96.3710  -126.6  -433.2  -100.4      395  0.1606E+14  0.2802   419.7  0.4584   463.5      0.3085E-01	2
     300   30.0750  97.9089  28.4875    96.8   343.8  -139.6      393  0.1597E+14  0.2751   402.1  0.4734   418.6      0.3177E-01	2
     301   59.2383  23.1922  90.6606   168.8  -623.9  -484.7      392  0.1593E+14  0.3665   362.6  0.4936   368.1      0.7426E-01	2
     302   63.7239  32.9574   9.5298  -105.7  -329.1   -22.1      392  0.1593E+14  0.2701   421.2  0.4658   438.3      0.2305E-01	2
     303   52.9975  62.6319  76.2186   120.5    12.7    10.6      390  0.1585E+14  0.3101   378.3  0.4947   363.8      0.4039E-01	2
     304   64.2652   9.1981  99.3063   302.5   288.4  -322.3      388  0.1577E+14  0.4216   342.0  0.5325   289.9      0.3965E-01	2
     305   46.8282  16.9071  39.5730   113.1    86.6   -95.6      388  0.1577E+14  0.3320   390.9  0.5197   312.0      0.3851E-01	2
     306   17.8318  80.7291  76.2601    92.5   241.8    -5.9      388  0.1577E+14  0.5122   344.4  0.5502   262.8      0.3372E-01	1
     307   79.0382  29.2409  65.2177  -127.2  -161.1   273.4      386  0.1569E+14  0.2980   399.3  0.4978   353.4      0.3276E-01	2
     308   52.3113   9.1274   2.3477    53.2   377.3  -127.5      386  0.1569E+14  0.3820   360.8  0.5006   347.5      0.2630E-01	2
     309   31.2550  10.9110  37.6960    89.0     9.4   -15.6      386  0.1569E+14  0.2728   419.6  0.4695   421.3      0.7436E-01	1
     310    6.8464  26.5230  47.0994   116.5  -624.0   -98.8      386  0.1569E+14  0.2695   406.7  0.4382   518.6      0.4304E-01	2
     311   94.3413  43.1336  85.9370   -36.6   -58.0   124.4      385  0.1565E+14  0.4365   365.6  0.4726   412.0      0.6489E-01	2
     312   80.3171  36.2676  63.1824  -291.4  -421.7   272.8      385  0.1565E+14  0.2991   394.0  0.4463   489.4      0.9208E-01	2
     313   95.5881   2.7535   1.6225  -198.9  -109.2   408.0      384  0.1561E+14  0.2753   397.6  0.4604   444.6      0.2799E-01	2
     314   35.3861  43.1504  41.5729   -26.5  -211.3  -471.7      384  0.1561E+14  0.3850   344.4  0.5132   320.7      0.3953E-01	2
     315   94.7074  77.0217  46.9504   -46.0   254.5    -9.6      383  0.1557E+14  0.3232   384.9  0.4890   370.0      0.3144E-01	2
     316   88.6771  73.5736  10.9907    21.8  -178.9   344.1      383  0.1557E+14  0.2819   433.3  0.4727   409.6      0.3900E-01	3
     317    7.1741  53.4290  26.5914    30.4  -229.7  -254.0      381  0.1549E+14  0.3490   339.6  0.4994   345.4      0.6327E-01	2
     318   20.6716  13.3245  94.8261   228.6   116.7   115.2      378  0.1536E+14  0.2708   410.3  0.4661   421.6      0.1987E-01	2
     319   74.7784   4.2431  43.6572   -97.9   167.7   -34.1      377  0.1532E+14  0.2575   407.2  0.4458   481.0      0.3319E-01	2
     320   35.9941  77.0178  89.0056  -266.7    24.2    47.7      377  0.1532E+14  0.3408   378.5  0.4721   404.7      0.3635E-01	2
     321   44.6833   2.1589  44.6646    55.5   358.2   -57.7      377  0.1532E+14  0.3033   434.6  0.4616   433.0      0.2021E-01	2
     322   63.7171  25.3817  37.9812  -465.1  -138.7   -44.1      376  0.1528E+14  0.2829   455.5  0.4830   376.9      0.1223    	2
     323   85.2007  71.3926  14.4782   387.1    20.6  -255.2      375  0.1524E+14  0.3711   365.2  0.4699   408.4      0.1048    	2
     324   79.0650  94.5271  35.3471   174.8   523.0    67.9      375  0.1524E+14  0.2699   412.9  0.4675   414.7      0.4912E-01	2
     325   59.9484  63.8072  41.9283  -306.8   -93.9    65.9      375  0.1524E+14  0.3779   380.7  0.4780   387.7      0.8737E-01	2
     326   57.6267  52.8129  88.8216    86.8  -102.0    70.1      374  0.1520E+14  0.3519   366.1  0.5124   313.8      0.7290E-01	2
     327   22.6970  30.3738  26.4618   142.3  -564.5  -119.3      374  0.1520E+14  0.3258   366.4  0.5034   331.1      0.1000    	3
     328   67.2659  47.3779  63.5291     3.9  -386.1   -15.0      373  0.1516E+14  0.2978   394.5  0.4607   431.1      0.3611E-02	2
     329   69.5523  17.6300  66.1430  -356.3  -190.4    60.3      373  0.1516E+14  0.3229   376.3  0.4631   424.3      0.8933E-01	1
     330   30.3012   7.3603  40.5303    59.7    56.1   -17.6      373  0.1516E+14  0.3034   392.0  0.4931   351.2      0.1625E-01	2
     331   45.1655  37.3664  20.9538  -334.2  -476.1   101.1      373  0.1516E+14  0.3089   383.2  0.4790   383.5      0.6748E-01	2
     332   45.2958  48.7434  43.2560   -20.9  -187.0  -217.7      373  0.1516E+14  0.2885   376.5  0.4701   405.6      0.5253E-01	2
     333    1.1557  44.7380  43.5178   106.1  -178.2   -80.2      373  0.1516E+14  0.2707   401.5  0.4675   412.3      0.4306E-01	1
     334   90.9891   4.4670  41.0278  -129.4  -320.7  -417.1      371  0.1508E+14  0.3415   369.3  0.5188   299.9      0.2612E-01	3
     335   66.3402  34.3135   9.6576  -176.0  -362.5   -28.3      370  0.1504E+14  0.2942   396.0  0.4565   439.3      0.1876E-01	2
     336   97.4645  35.1674  14.7171    -8.9  -142.2  -234.6      370  0.1504E+14  0.2918   411.9  0.4660   413.0      0.6735E-01	1
     337   10.2135  96.2701  38.0576  -187.6   379.6    86.7      370  0.1504E+14  0.2792   392.0  0.4782   382.1      0.4468E-01	2
     338   50.2256   7.1401   4.7654    42.1   455.4  -122.5      365  0.1484E+14  0.3283   373.9  0.4721   391.8      0.7274E-01	2
     339   76.8977  91.2001   9.0117   317.6    57.6   -29.1      364  0.1480E+14  0.2863   388.3  0.4775   377.5      0.1172    	3
